"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
10147,"magearna-original",300,10,805,"steel","fairy","soul-heart",NA,NA,"body-slam"," take-down"," sonic-boom"," ice-beam",80,95,115,130,115,65
10148,"pikachu-partner-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10149,"marowak-totem",149,17,980,"fire","ghost","cursed-body"," lightning-rod"," rock-head","fire-punch"," thunder-punch"," swords-dance"," thrash",60,80,110,50,80,45
10150,"ribombee-totem",162,4,20,"bug","fairy","honey-gather"," shield-dust"," sweet-veil","absorb"," solar-beam"," stun-spore"," toxic",60,55,60,95,70,124
10151,"rockruff-own-tempo",56,5,92,"rock",NA,"own-tempo",NA,NA,"swords-dance"," sand-attack"," tackle"," body-slam",45,65,40,30,40,60
10152,"lycanroc-dusk",170,8,250,"rock",NA,"tough-claws",NA,NA,"swords-dance"," sand-attack"," tackle"," take-down",75,117,65,55,65,110
10153,"araquanid-totem",159,31,2175,"water","bug","water-bubble"," water-absorb",NA,"bite"," surf"," ice-beam"," blizzard",68,70,92,50,132,42
10154,"togedemaru-totem",152,6,130,"electric","steel","iron-barbs"," lightning-rod"," sturdy","tackle"," twineedle"," pin-missile"," thunder-shock",65,98,63,40,73,96
10155,"necrozma-dusk",340,38,4600,"psychic","steel","prism-armor",NA,NA,"swords-dance"," body-slam"," hyper-beam"," solar-beam",97,157,127,113,109,77
10156,"necrozma-dawn",340,42,3500,"psychic","ghost","prism-armor",NA,NA,"swords-dance"," body-slam"," hyper-beam"," solar-beam",97,113,109,157,127,77
10157,"necrozma-ultra",339,75,2300,"psychic","dragon","neuroforce",NA,NA,"swords-dance"," hyper-beam"," solar-beam"," thunder-wave",97,167,97,167,97,129
10158,"pikachu-starter",86,4,60,"electric",NA,"static"," lightning-rod",NA,"pay-day"," thunder-punch"," slam"," double-kick",45,80,50,75,60,120
10159,"eevee-starter",87,3,65,"normal",NA,"run-away"," adaptability"," anticipation","pay-day"," double-kick"," sand-attack"," headbutt",65,75,70,65,85,75
10160,"pikachu-world-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10161,"meowth-galar",58,4,75,"steel",NA,"pickup"," tough-claws"," unnerve","pay-day"," scratch"," swords-dance"," body-slam",50,65,55,40,40,40
10162,"ponyta-galar",82,8,240,"psychic",NA,"run-away"," pastel-veil"," anticipation","stomp"," double-kick"," horn-drill"," tackle",50,85,55,65,65,90
10163,"rapidash-galar",175,17,800,"psychic","fairy","run-away"," pastel-veil"," anticipation","pay-day"," swords-dance"," stomp"," tackle",65,100,70,80,80,105
10164,"slowpoke-galar",63,12,360,"psychic",NA,"gluttony"," own-tempo"," regenerator","pay-day"," stomp"," headbutt"," tackle",90,65,65,40,40,15
10165,"slowbro-galar",172,16,705,"poison","psychic","quick-draw"," own-tempo"," regenerator","mega-punch"," pay-day"," ice-punch"," mega-kick",95,100,95,100,70,30
10166,"farfetchd-galar",132,8,420,"fighting",NA,"steadfast"," scrappy",NA,"swords-dance"," slam"," sand-attack"," body-slam",52,95,55,58,62,55
10167,"weezing-galar",172,30,160,"poison","fairy","levitate"," neutralizing-gas"," misty-surge","tackle"," body-slam"," take-down"," double-edge",65,90,120,85,70,60
10168,"mr-mime-galar",161,14,568,"ice","psychic","vital-spirit"," screen-cleaner"," ice-body","pound"," mega-punch"," ice-punch"," double-kick",50,65,65,90,90,100
10169,"articuno-galar",290,17,509,"psychic","flying","competitive",NA,NA,"gust"," fly"," take-down"," psybeam",90,85,85,125,100,95
10170,"zapdos-galar",290,16,582,"fighting","flying","defiant",NA,NA,"fly"," mega-kick"," take-down"," double-edge",90,125,90,85,90,100
10171,"moltres-galar",290,20,660,"dark","flying","berserk",NA,NA,"gust"," wing-attack"," fly"," take-down",90,85,90,100,125,90
10172,"slowking-galar",172,18,795,"poison","psychic","curious-medicine"," own-tempo"," regenerator","mega-punch"," pay-day"," fire-punch"," ice-punch",95,65,80,110,110,30
10173,"corsola-galar",144,6,5,"ghost",NA,"weak-armor"," cursed-body",NA,"tackle"," body-slam"," disable"," hydro-pump",60,55,100,65,100,30
10174,"zigzagoon-galar",56,4,175,"dark","normal","pickup"," gluttony"," quick-feet","sand-attack"," headbutt"," tackle"," body-slam",38,30,41,30,41,60
10175,"linoone-galar",147,5,325,"dark","normal","pickup"," gluttony"," quick-feet","sand-attack"," headbutt"," tackle"," body-slam",78,70,61,50,61,100
10176,"darumaka-galar",63,7,400,"ice",NA,"hustle"," inner-focus",NA,"mega-punch"," fire-punch"," ice-punch"," mega-kick",70,90,45,15,45,50
10177,"darmanitan-galar-standard",168,17,1200,"ice",NA,"gorilla-tactics"," zen-mode",NA,"mega-punch"," fire-punch"," ice-punch"," mega-kick",105,140,55,30,55,95
10178,"darmanitan-galar-zen",189,17,1200,"ice","fire","gorilla-tactics"," zen-mode",NA,"mega-punch"," fire-punch"," ice-punch"," mega-kick",105,160,55,30,55,135
10179,"yamask-galar",61,5,15,"ground","ghost","wandering-spirit",NA,NA,"slam"," disable"," earthquake"," psychic",38,55,85,30,65,30
10180,"stunfisk-galar",165,7,205,"ground","steel","mimicry",NA,NA,"bind"," tackle"," water-gun"," surf",109,81,99,66,84,32
10181,"zygarde-10",243,12,335,"dragon","ground","aura-break",NA,NA,"bind"," body-slam"," bite"," hyper-beam",54,100,71,61,85,115
10182,"cramorant-gulping",166,8,180,"flying","water","gulp-missile",NA,NA,"fly"," fury-attack"," thrash"," water-gun",70,85,55,85,95,85
10183,"cramorant-gorging",166,8,180,"flying","water","gulp-missile",NA,NA,"fly"," fury-attack"," thrash"," water-gun",70,85,55,85,95,85
10184,"toxtricity-low-key",176,16,400,"electric","poison","punk-rock"," minus"," technician","mega-punch"," fire-punch"," thunder-punch"," mega-kick",75,98,70,114,70,75
10185,"eiscue-noice",165,14,890,"ice",NA,"ice-face",NA,NA,"ice-punch"," headbutt"," tackle"," body-slam",75,80,70,65,50,130
10186,"indeedee-female",166,9,280,"psychic","normal","own-tempo"," synchronize"," psychic-surge","pay-day"," body-slam"," take-down"," psybeam",70,55,65,95,105,85
10187,"morpeko-hangry",153,3,30,"electric","dark","hunger-switch",NA,NA,"thunder-punch"," take-down"," thrash"," double-edge",58,95,58,70,58,97
10188,"zacian-crowned",360,28,3550,"fairy","steel","intrepid-sword",NA,NA,"swords-dance"," body-slam"," take-down"," bite",92,150,115,80,115,148
10189,"zamazenta-crowned",360,29,7850,"fighting","steel","dauntless-shield",NA,NA,"body-slam"," take-down"," bite"," roar",92,120,140,80,140,128
10190,"eternatus-eternamax",563,1000,0,"poison","dragon","pressure",NA,NA,"fly"," flamethrower"," hyper-beam"," solar-beam",255,115,250,125,250,130
10191,"urshifu-rapid-strike",275,19,1050,"fighting","water","unseen-fist",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",100,130,100,63,60,97
10192,"zarude-dada",300,18,700,"dark","grass","leaf-guard",NA,NA,"mega-punch"," scratch"," swords-dance"," bind",105,120,105,70,95,105
10193,"calyrex-ice",340,24,8091,"psychic","ice","as-one-glastrier",NA,NA,"pound"," pay-day"," swords-dance"," stomp",100,165,150,85,130,50
10194,"calyrex-shadow",340,24,536,"psychic","ghost","as-one-spectrier",NA,NA,"pound"," pay-day"," stomp"," double-kick",100,85,80,165,100,150
10195,"venusaur-gmax",236,240,10000,"grass","poison","overgrow"," chlorophyll",NA,NA,NA,NA,NA,80,82,83,100,100,80
10196,"charizard-gmax",240,280,10000,"fire","flying","blaze"," solar-power",NA,NA,NA,NA,NA,78,84,78,109,85,100
10197,"blastoise-gmax",239,250,10000,"water",NA,"torrent"," rain-dish",NA,NA,NA,NA,NA,79,83,100,85,105,78
10198,"butterfree-gmax",178,170,10000,"bug","flying","compound-eyes"," tinted-lens",NA,NA,NA,NA,NA,60,45,50,90,80,70
10199,"pikachu-gmax",112,210,10000,"electric",NA,"static"," lightning-rod",NA,NA,NA,NA,NA,35,55,40,50,50,90
10200,"meowth-gmax",58,330,10000,"normal",NA,"pickup"," technician"," unnerve",NA,NA,NA,NA,40,45,35,40,40,90
10201,"machamp-gmax",227,250,10000,"fighting",NA,"guts"," no-guard"," steadfast",NA,NA,NA,NA,90,130,80,65,85,55
10202,"gengar-gmax",225,200,10000,"ghost","poison","cursed-body",NA,NA,NA,NA,NA,NA,60,65,60,130,75,110
10203,"kingler-gmax",166,190,10000,"water",NA,"hyper-cutter"," shell-armor"," sheer-force",NA,NA,NA,NA,55,130,115,50,50,75
10204,"lapras-gmax",187,240,10000,"water","ice","water-absorb"," shell-armor"," hydration",NA,NA,NA,NA,130,85,80,85,95,60
10205,"eevee-gmax",65,180,10000,"normal",NA,"run-away"," adaptability"," anticipation",NA,NA,NA,NA,55,55,50,45,65,55
10206,"snorlax-gmax",189,350,10000,"normal",NA,"immunity"," thick-fat"," gluttony",NA,NA,NA,NA,160,110,65,65,110,30
10207,"garbodor-gmax",166,210,10000,"poison",NA,"stench"," weak-armor"," aftermath",NA,NA,NA,NA,80,95,82,60,82,75
10208,"melmetal-gmax",270,250,10000,"steel",NA,"iron-fist",NA,NA,NA,NA,NA,NA,135,143,143,80,65,34
10209,"rillaboom-gmax",265,280,10000,"grass",NA,"overgrow"," grassy-surge",NA,NA,NA,NA,NA,100,125,90,60,70,85
10210,"cinderace-gmax",265,270,10000,"fire",NA,"blaze"," libero",NA,NA,NA,NA,NA,80,116,75,65,75,119
10211,"inteleon-gmax",265,400,10000,"water",NA,"torrent"," sniper",NA,NA,NA,NA,NA,70,85,65,125,65,120
10212,"corviknight-gmax",248,140,10000,"flying","steel","pressure"," unnerve"," mirror-armor",NA,NA,NA,NA,98,87,105,53,85,67
10213,"orbeetle-gmax",253,140,10000,"bug","psychic","swarm"," frisk"," telepathy",NA,NA,NA,NA,60,45,110,80,120,90
10214,"drednaw-gmax",170,240,10000,"water","rock","strong-jaw"," shell-armor"," swift-swim",NA,NA,NA,NA,90,115,90,48,68,74
10215,"coalossal-gmax",255,420,10000,"rock","fire","steam-engine"," flame-body"," flash-fire",NA,NA,NA,NA,110,80,120,80,90,30
10216,"flapple-gmax",170,240,10000,"grass","dragon","ripen"," gluttony"," hustle",NA,NA,NA,NA,70,110,80,95,60,70
10217,"appletun-gmax",170,240,10000,"grass","dragon","ripen"," gluttony"," thick-fat",NA,NA,NA,NA,110,85,80,100,80,30
10218,"sandaconda-gmax",179,220,10000,"ground",NA,"sand-spit"," shed-skin"," sand-veil",NA,NA,NA,NA,72,107,125,65,70,71
10219,"toxtricity-amped-gmax",176,240,10000,"electric","poison","punk-rock"," plus"," technician",NA,NA,NA,NA,75,98,70,114,70,75
10220,"centiskorch-gmax",184,750,10000,"fire","bug","flash-fire"," white-smoke"," flame-body",NA,NA,NA,NA,100,115,65,90,90,65
10221,"hatterene-gmax",255,260,10000,"psychic","fairy","healer"," anticipation"," magic-bounce",NA,NA,NA,NA,57,90,95,136,103,29
10222,"grimmsnarl-gmax",255,320,10000,"dark","fairy","prankster"," frisk"," pickpocket",NA,NA,NA,NA,95,120,65,95,75,60
10223,"alcremie-gmax",173,300,10000,"fairy",NA,"sweet-veil"," aroma-veil",NA,NA,NA,NA,NA,65,60,75,110,121,64
10224,"copperajah-gmax",175,230,10000,"steel",NA,"sheer-force"," heavy-metal",NA,NA,NA,NA,NA,122,130,69,80,69,30
10225,"duraludon-gmax",187,430,10000,"steel","dragon","light-metal"," heavy-metal"," stalwart",NA,NA,NA,NA,70,95,115,120,50,85
10226,"urshifu-single-strike-gmax",275,290,10000,"fighting","dark","unseen-fist",NA,NA,NA,NA,NA,NA,100,130,100,63,60,97
10227,"urshifu-rapid-strike-gmax",275,260,10000,"fighting","water","unseen-fist",NA,NA,NA,NA,NA,NA,100,130,100,63,60,97
10228,"toxtricity-low-key-gmax",176,240,10000,"electric","poison","punk-rock"," minus"," technician",NA,NA,NA,NA,75,98,70,114,70,75
10229,"growlithe-hisui",70,8,227,"fire","rock","intimidate"," flash-fire"," rock-head","double-kick"," tackle"," body-slam"," take-down",60,75,45,65,50,55
10230,"arcanine-hisui",194,20,1680,"fire","rock","intimidate"," flash-fire"," rock-head","tackle"," body-slam"," take-down"," double-edge",95,115,80,95,80,90
10231,"voltorb-hisui",66,5,130,"electric","grass","soundproof"," static"," aftermath","tackle"," take-down"," double-edge"," leech-seed",40,30,50,55,55,100
10232,"electrode-hisui",172,12,710,"electric","grass","soundproof"," static"," aftermath","tackle"," take-down"," double-edge"," hyper-beam",60,50,70,80,80,150
10233,"typhlosion-hisui",240,16,698,"fire","ghost","blaze"," frisk",NA,"fire-punch"," thunder-punch"," tackle"," body-slam",73,84,78,119,85,95
10234,"qwilfish-hisui",88,5,39,"dark","poison","poison-point"," swift-swim"," intimidate","swords-dance"," tackle"," take-down"," double-edge",65,95,85,55,55,85
10235,"sneasel-hisui",86,9,270,"fighting","poison","inner-focus"," keen-eye"," pickpocket","scratch"," swords-dance"," take-down"," leer",55,95,55,35,75,115
10236,"samurott-hisui",238,15,582,"water","dark","torrent"," sharpness",NA,"swords-dance"," tackle"," body-slam"," take-down",90,108,80,100,65,85
10237,"lilligant-hisui",168,12,192,"grass","fighting","chlorophyll"," hustle"," leaf-guard","swords-dance"," mega-kick"," take-down"," hyper-beam",70,105,75,50,75,105
10238,"zorua-hisui",66,7,125,"normal","ghost","illusion",NA,NA,"scratch"," take-down"," leer"," roar",35,60,40,85,40,70
10239,"zoroark-hisui",179,16,730,"normal","ghost","illusion",NA,NA,"scratch"," swords-dance"," body-slam"," take-down",55,100,60,125,60,110
10240,"braviary-hisui",179,17,434,"psychic","flying","keen-eye"," sheer-force"," tinted-lens","wing-attack"," whirlwind"," fly"," body-slam",110,83,70,112,70,65
10241,"sliggoo-hisui",158,7,685,"steel","dragon","sap-sipper"," shell-armor"," gooey","tackle"," body-slam"," take-down"," water-gun",58,75,83,83,113,40
10242,"goodra-hisui",270,17,3341,"steel","dragon","sap-sipper"," shell-armor"," gooey","fire-punch"," thunder-punch"," tackle"," body-slam",80,100,100,110,150,60
10243,"avalugg-hisui",180,14,2624,"ice","rock","strong-jaw"," ice-body"," sturdy","tackle"," body-slam"," take-down"," double-edge",95,127,184,34,36,38
10244,"decidueye-hisui",239,16,370,"grass","fighting","overgrow"," scrappy",NA,"swords-dance"," gust"," tackle"," take-down",88,112,80,95,95,60
10245,"dialga-origin",306,70,8487,"steel","dragon","pressure"," telepathy",NA,"body-slam"," take-down"," flamethrower"," ice-beam",100,100,120,150,120,90
10246,"palkia-origin",306,63,6590,"water","dragon","pressure"," telepathy",NA,"body-slam"," take-down"," flamethrower"," hydro-pump",90,100,100,150,120,120
10247,"basculin-white-striped",161,10,180,"water",NA,"rattled"," adaptability"," mold-breaker","headbutt"," tackle"," take-down"," thrash",70,92,65,80,55,98
10248,"basculegion-female",265,30,1100,"water","ghost","swift-swim"," adaptability"," mold-breaker","headbutt"," tackle"," take-down"," thrash",120,92,65,100,75,78
10249,"enamorus-therian",116,16,480,"fairy","flying","overcoat",NA,NA,"fly"," body-slam"," take-down"," hyper-beam",74,115,110,135,100,46
10250,"tauros-paldea-combat-breed",172,14,1150,"fighting",NA,"intimidate"," anger-point"," cud-chew","double-kick"," headbutt"," tackle"," body-slam",75,110,105,30,70,100
10251,"tauros-paldea-blaze-breed",172,14,850,"fighting","fire","intimidate"," anger-point"," cud-chew","double-kick"," headbutt"," tackle"," body-slam",75,110,105,30,70,100
10252,"tauros-paldea-aqua-breed",172,14,1100,"fighting","water","intimidate"," anger-point"," cud-chew","double-kick"," headbutt"," tackle"," body-slam",75,110,105,30,70,100
10253,"wooper-paldea",42,4,110,"poison","ground","poison-point"," water-absorb"," unaware","slam"," double-kick"," tackle"," body-slam",55,45,45,25,25,15
10254,"oinkologne-female",171,10,1200,"normal",NA,"aroma-veil"," gluttony"," thick-fat","headbutt"," tackle"," body-slam"," take-down",115,90,70,59,90,65
10255,"dudunsparce-three-segment",182,45,474,"normal",NA,"serene-grace"," run-away"," rattled","body-slam"," take-down"," double-edge"," flamethrower",125,100,80,85,75,55
10256,"palafin-hero",160,18,974,"water",NA,"zero-to-hero"," zero-to-hero",NA,"ice-punch"," body-slam"," take-down"," supersonic",100,160,97,106,87,100
10257,"maushold-family-of-three",165,3,28,"normal",NA,"friend-guard"," cheek-pouch"," technician","pound"," take-down"," double-edge"," hyper-beam",74,75,70,65,75,111
10258,"tatsugiri-droopy",166,3,80,"dragon","water","commander"," storm-drain",NA,"take-down"," water-gun"," hydro-pump"," surf",68,50,60,120,95,82
10259,"tatsugiri-stretchy",166,3,80,"dragon","water","commander"," storm-drain",NA,"take-down"," water-gun"," hydro-pump"," surf",68,50,60,120,95,82
10260,"squawkabilly-blue-plumage",146,6,24,"normal","flying","intimidate"," hustle"," guts","fly"," fury-attack"," take-down"," double-edge",82,96,51,45,51,92
10261,"squawkabilly-yellow-plumage",146,6,24,"normal","flying","intimidate"," hustle"," sheer-force","fly"," fury-attack"," take-down"," double-edge",82,96,51,45,51,92
10262,"squawkabilly-white-plumage",146,6,24,"normal","flying","intimidate"," hustle"," sheer-force","fly"," fury-attack"," take-down"," double-edge",82,96,51,45,51,92
10263,"gimmighoul-roaming",60,1,10,"ghost",NA,"run-away"," run-away",NA,"tackle"," take-down"," night-shade"," confuse-ray",45,30,25,75,45,80
10264,"koraidon-limited-build",335,35,3030,"fighting","dragon","orichalcum-pulse"," orichalcum-pulse",NA,"swords-dance"," body-slam"," take-down"," roar",100,135,115,85,100,135
10265,"koraidon-sprinting-build",335,35,3030,"fighting","dragon","orichalcum-pulse"," orichalcum-pulse",NA,"swords-dance"," body-slam"," take-down"," roar",100,135,115,85,100,135
10266,"koraidon-swimming-build",335,35,3030,"fighting","dragon","orichalcum-pulse"," orichalcum-pulse",NA,"swords-dance"," body-slam"," take-down"," roar",100,135,115,85,100,135
10267,"koraidon-gliding-build",335,35,3030,"fighting","dragon","orichalcum-pulse"," orichalcum-pulse",NA,"swords-dance"," body-slam"," take-down"," roar",100,135,115,85,100,135
10268,"miraidon-low-power-mode",335,28,2400,"electric","dragon","hadron-engine"," hadron-engine",NA,"swords-dance"," body-slam"," take-down"," hyper-beam",100,85,100,135,115,135
10269,"miraidon-drive-mode",335,28,2400,"electric","dragon","hadron-engine"," hadron-engine",NA,"swords-dance"," body-slam"," take-down"," hyper-beam",100,85,100,135,115,135
10270,"miraidon-aquatic-mode",335,28,2400,"electric","dragon","hadron-engine"," hadron-engine",NA,"swords-dance"," body-slam"," take-down"," hyper-beam",100,85,100,135,115,135
10271,"miraidon-glide-mode",335,28,2400,"electric","dragon","hadron-engine"," hadron-engine",NA,"swords-dance"," body-slam"," take-down"," hyper-beam",100,85,100,135,115,135
10272,"ursaluna-bloodmoon",275,24,2900,"ground","normal","minds-eye",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," scratch",113,70,120,135,65,52
10273,"ogerpon-wellspring-mask",275,12,398,"grass","water","water-absorb",NA,NA,"swords-dance"," slam"," vine-whip"," double-kick",80,120,84,60,96,110
10274,"ogerpon-hearthflame-mask",275,12,398,"grass","fire","mold-breaker",NA,NA,"swords-dance"," slam"," vine-whip"," double-kick",80,120,84,60,96,110
10275,"ogerpon-cornerstone-mask",275,12,398,"grass","rock","sturdy",NA,NA,"swords-dance"," slam"," vine-whip"," double-kick",80,120,84,60,96,110
